Id,SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm,Species
-0.7736665534952092,-1.6276883929597155,-1.7447783570956814,-1.398138108749084,-1.1815037572407714,-1.224744871391589
-0.7505720295102776,-1.7488562634033664,0.33784832909279805,-1.398138108749084,-1.3129767272601451,-1.224744871391589
-0.727477505525346,-1.021849040741459,1.032057224488957,-1.2275409967813273,-0.7870848471826503,-1.224744871391589
-0.7043829815404143,-0.9006811702978084,1.7262661198851164,-1.0569438848135704,-1.0500307872213979,-1.224744871391589
-0.6812884575554827,-1.264184781628762,-0.12495760117130862,-1.341272404759832,-1.1815037572407714,-1.224744871391589
-0.6581939335705511,-0.9006811702978084,1.7262661198851164,-1.2275409967813273,-1.3129767272601451,-1.224744871391589
-0.6350994095856195,-1.5065205225160647,0.33784832909279805,-1.341272404759832,-1.3129767272601451,-1.224744871391589
-0.6120048856006879,-0.6583454294105056,1.4948631547530637,-1.2844067007705795,-1.3129767272601451,-1.224744871391589
-0.5889103616157563,-1.021849040741459,0.5692512942248504,-1.341272404759832,-1.3129767272601451,-1.224744871391589
-0.5658158376308247,1.4015083681315665,0.33784832909279805,0.5352958268854955,0.26469891297233905,1.4210854715202006e-16
-0.542721313645893,0.6745011454696592,0.33784832909279805,0.4215644189069907,0.39617188299171285,1.4210854715202006e-16
-0.5196267896609614,1.2803404976879156,0.10644536396074468,0.6490272348640003,0.39617188299171285,1.4210854715202006e-16
-0.4965322656760298,-0.4160096885232027,-1.7447783570956814,0.1372358989607289,0.13322594295296547,1.4210854715202006e-16
-0.4734377416910982,0.7956690159133101,-0.5877635314354154,0.47843012289624287,0.39617188299171285,1.4210854715202006e-16
-0.4503432177061666,-0.17367394763589994,-0.5877635314354154,0.4215644189069907,0.13322594295296547,1.4210854715202006e-16
-0.4272486937212349,0.5533332750260073,0.5692512942248504,0.5352958268854955,0.5276448530110867,1.4210854715202006e-16
-0.4041541697363033,-1.14301691118511,-1.513375391963628,-0.2608240289640375,-0.26119296710515555,1.4210854715202006e-16
-0.3810596457513717,0.9168368863569608,-0.35636056630336205,0.47843012289624287,0.13322594295296547,1.4210854715202006e-16
-0.3579651217664401,-0.7795132998541564,-0.8191664965674678,0.08037019497147647,0.26469891297233905,1.4210854715202006e-16
-0.3348705977815084,-1.021849040741459,-2.43898725249184,-0.14709262098553277,-0.26119296710515555,1.4210854715202006e-16
-0.3117760737965768,0.06866179325140277,-0.12495760117130862,0.25096730693923375,0.39617188299171285,1.4210854715202006e-16
-0.2886815498116452,0.18982966369505366,-1.9761813222277338,0.1372358989607289,-0.26119296710515555,1.4210854715202006e-16
-0.2655870258267136,0.3109975341387045,-0.35636056630336205,0.5352958268854955,0.26469891297233905,1.4210854715202006e-16
-0.242492501841782,-0.2948418180795518,-0.35636056630336205,-0.09022691699628034,0.13322594295296547,1.4210854715202006e-16
-0.2193979778568503,1.0380047568006128,0.10644536396074468,0.36469871491773853,0.26469891297233905,1.4210854715202006e-16
-0.1963034538719187,-0.2948418180795518,-0.12495760117130862,0.4215644189069907,0.39617188299171285,1.4210854715202006e-16
-0.1732089298869871,-0.05250607719224903,-0.8191664965674678,0.19410160294998102,-0.26119296710515555,1.4210854715202006e-16
-0.1501144059020555,0.4321654045823565,-1.9761813222277338,0.4215644189069907,0.39617188299171285,1.4210854715202006e-16
-0.1270198819171239,-0.2948418180795518,-1.2819724268315744,0.08037019497147647,-0.12971999708578172,1.4210854715202006e-16
-0.1039253579321922,0.06866179325140277,0.33784832909279805,0.5921615308747477,0.790590793049834,1.4210854715202006e-16
-0.0808308339472606,0.3109975341387045,-0.5877635314354154,0.1372358989607289,0.13322594295296547,1.4210854715202006e-16
-0.057736309962329,0.5533332750260073,-1.2819724268315744,0.6490272348640003,0.39617188299171285,1.4210854715202006e-16
-0.0346417859773974,0.3109975341387045,-0.5877635314354154,0.5352958268854955,0.0017529729335916842,1.4210854715202006e-16
-0.0115472619924658,0.6745011454696592,-0.35636056630336205,0.3078330109284858,0.13322594295296547,1.4210854715202006e-16
0.0115472619924658,0.9168368863569608,-0.12495760117130862,0.36469871491773853,0.26469891297233905,1.4210854715202006e-16
0.0346417859773974,1.1591726272442637,-0.5877635314354154,0.5921615308747477,0.26469891297233905,1.4210854715202006e-16
0.057736309962329,1.0380047568006128,-0.12495760117130862,0.7058929388532524,0.6591178230304602,1.4210854715202006e-16
0.0808308339472606,0.18982966369505366,-0.35636056630336205,0.4215644189069907,0.39617188299171285,1.4210854715202006e-16
0.1039253579321922,-0.17367394763589994,-1.0505694616995211,-0.14709262098553277,-0.26119296710515555,1.4210854715202006e-16
0.1270198819171239,-0.4160096885232027,-1.513375391963628,0.023504490982224072,-0.12971999708578172,1.4210854715202006e-16
0.1501144059020555,-0.4160096885232027,-1.513375391963628,-0.03336121300702794,-0.26119296710515555,1.4210854715202006e-16
0.1732089298869871,-0.05250607719224903,-0.8191664965674678,0.08037019497147647,0.0017529729335916842,1.4210854715202006e-16
0.1963034538719187,0.18982966369505366,-0.8191664965674678,0.7627586428425046,0.5276448530110867,1.4210854715202006e-16
0.2193979778568503,-0.5371775589668536,-0.12495760117130862,0.4215644189069907,0.39617188299171285,1.4210854715202006e-16
0.242492501841782,0.18982966369505366,0.8006542593569038,0.4215644189069907,0.5276448530110867,1.4210854715202006e-16
0.2655870258267136,1.0380047568006128,0.10644536396074468,0.5352958268854955,0.39617188299171285,1.4210854715202006e-16
0.2886815498116452,0.5533332750260073,-1.7447783570956814,0.36469871491773853,0.13322594295296547,1.4210854715202006e-16
0.3117760737965768,-0.2948418180795518,-0.12495760117130862,0.19410160294998102,0.13322594295296547,1.4210854715202006e-16
0.3348705977815084,-0.4160096885232027,-1.2819724268315744,0.1372358989607289,0.13322594295296547,1.4210854715202006e-16
0.3579651217664401,-0.4160096885232027,-1.0505694616995211,0.36469871491773853,0.0017529729335916842,1.4210854715202006e-16
0.3810596457513717,0.3109975341387045,-0.12495760117130862,0.47843012289624287,0.26469891297233905,1.4210854715202006e-16
0.4041541697363033,-0.05250607719224903,-1.0505694616995211,0.1372358989607289,0.0017529729335916842,1.4210854715202006e-16
0.4272486937212349,-1.021849040741459,-1.7447783570956814,-0.2608240289640375,-0.26119296710515555,1.4210854715202006e-16
0.4503432177061666,-0.2948418180795518,-0.8191664965674678,0.25096730693923375,0.13322594295296547,1.4210854715202006e-16
0.4734377416910982,-0.17367394763589994,-0.12495760117130862,0.25096730693923375,0.0017529729335916842,1.4210854715202006e-16
0.4965322656760298,-0.17367394763589994,-0.35636056630336205,0.25096730693923375,0.13322594295296547,1.4210854715202006e-16
0.5196267896609614,0.4321654045823565,-0.35636056630336205,0.3078330109284858,0.13322594295296547,1.4210854715202006e-16
0.542721313645893,-0.9006811702978084,-1.2819724268315744,-0.43142114093179446,-0.12971999708578172,1.4210854715202006e-16
0.5658158376308247,-0.17367394763589994,-0.5877635314354154,0.19410160294998102,0.13322594295296547,1.4210854715202006e-16
0.5889103616157563,0.5533332750260073,0.5692512942248504,1.274549978745776,1.7109015831854497,1.2247448713915894
0.6120048856006879,-0.05250607719224903,-0.8191664965674678,0.7627586428425046,0.9220637630692076,1.2247448713915894
0.6350994095856195,1.5226762385752175,-0.12495760117130862,1.2176842747565235,1.185009703107955,1.2247448713915894
0.6581939335705511,0.5533332750260073,-0.35636056630336205,1.0470871627887663,0.790590793049834,1.2247448713915894
0.6812884575554827,0.7956690159133101,-0.12495760117130862,1.1608185707672711,1.3164826731273287,1.2247448713915894
0.7043829815404143,2.128515590793474,-0.12495760117130862,1.61574420268129,1.185009703107955,1.2247448713915894
0.727477505525346,-1.14301691118511,-1.2819724268315744,0.4215644189069907,0.6591178230304602,1.2247448713915894
0.7505720295102776,1.76501197946252,-0.35636056630336205,1.4451470907135329,0.790590793049834,1.2247448713915894
0.7736665534952092,1.0380047568006128,-1.2819724268315744,1.1608185707672711,0.790590793049834,1.2247448713915894
0.7967610774801408,1.6438441090188693,1.2634601896210105,1.331415682735028,1.7109015831854497,1.2247448713915894
0.8198556014650724,0.7956690159133101,0.33784832909279805,0.7627586428425046,1.0535367330885812,1.2247448713915894
0.842950125450004,0.6745011454696592,-0.8191664965674678,0.8764900508210094,0.9220637630692076,1.2247448713915894
0.8660446494349356,1.1591726272442637,-0.12495760117130862,0.9902214587995143,1.185009703107955,1.2247448713915894
0.8891391734198674,-0.17367394763589994,-1.2819724268315744,0.7058929388532524,1.0535367330885812,1.2247448713915894
0.912233697404799,-0.05250607719224903,-0.5877635314354154,0.7627586428425046,1.5794286131660757,1.2247448713915894
0.9353282213897306,0.6745011454696592,0.33784832909279805,0.8764900508210094,1.447955643146702,1.2247448713915894
0.9584227453746622,0.7956690159133101,-0.12495760117130862,0.9902214587995143,0.790590793049834,1.2247448713915894
0.9815172693595938,2.249683461237126,1.7262661198851164,1.6726099066705427,1.3164826731273287,1.2247448713915894
1.004611793344525,2.249683461237126,-1.0505694616995211,1.7863413146490474,1.447955643146702,1.2247448713915894
1.027706317329457,0.18982966369505366,-1.9761813222277338,0.7058929388532524,0.39617188299171285,1.2247448713915894
1.0508008413143886,1.2803404976879156,0.33784832909279805,1.103952866778019,1.447955643146702,1.2247448713915894
1.0738953652993202,-0.2948418180795518,-0.5877635314354154,0.6490272348640003,1.0535367330885812,1.2247448713915894
1.0969898892842518,2.249683461237126,-0.5877635314354154,1.6726099066705427,1.0535367330885812,1.2247448713915894
1.1200844132691834,0.5533332750260073,-0.8191664965674678,0.6490272348640003,0.790590793049834,1.2247448713915894
1.143178937254115,1.0380047568006128,0.5692512942248504,1.103952866778019,1.185009703107955,1.2247448713915894
1.1662734612390466,1.6438441090188693,0.33784832909279805,1.274549978745776,0.790590793049834,1.2247448713915894
1.1893679852239785,0.4321654045823565,-0.5877635314354154,0.5921615308747477,0.790590793049834,1.2247448713915894
1.21246250920891,0.3109975341387045,-0.12495760117130862,0.6490272348640003,0.790590793049834,1.2247448713915894
1.2355570331938417,0.6745011454696592,-0.5877635314354154,1.0470871627887663,1.185009703107955,1.2247448713915894
1.2586515571787733,1.6438441090188693,-0.12495760117130862,1.1608185707672711,0.5276448530110867,1.2247448713915894
1.281746081163705,1.886179849906172,-0.5877635314354154,1.331415682735028,0.9220637630692076,1.2247448713915894
1.3048406051486363,2.4920192021244287,1.7262661198851164,1.502012794702786,1.0535367330885812,1.2247448713915894
1.327935129133568,0.6745011454696592,-0.5877635314354154,1.0470871627887663,1.3164826731273287,1.2247448713915894
1.3510296531184998,0.5533332750260073,-0.5877635314354154,0.7627586428425046,0.39617188299171285,1.2247448713915894
1.3741241771034314,0.3109975341387045,-1.0505694616995211,1.0470871627887663,0.26469891297233905,1.2247448713915894
1.397218701088363,2.249683461237126,-0.12495760117130862,1.331415682735028,1.447955643146702,1.2247448713915894
1.4203132250732946,0.5533332750260073,0.8006542593569038,1.0470871627887663,1.5794286131660757,1.2247448713915894
1.4434077490582262,0.6745011454696592,0.10644536396074468,0.9902214587995143,0.790590793049834,1.2247448713915894
1.4665022730431578,0.18982966369505366,-0.12495760117130862,0.5921615308747477,0.790590793049834,1.2247448713915894
1.4895967970280894,1.2803404976879156,0.10644536396074468,0.9333557548102619,1.185009703107955,1.2247448713915894
1.512691321013021,1.0380047568006128,0.10644536396074468,1.0470871627887663,1.5794286131660757,1.2247448713915894
1.535785844997953,1.2803404976879156,0.10644536396074468,0.7627586428425046,1.447955643146702,1.2247448713915894
1.5588803689828843,-0.05250607719224903,-0.8191664965674678,0.7627586428425046,0.9220637630692076,1.2247448713915894
1.581974892967816,1.1591726272442637,0.33784832909279805,1.2176842747565235,1.447955643146702,1.2247448713915894
1.6050694169527475,1.0380047568006128,0.5692512942248504,1.103952866778019,1.7109015831854497,1.2247448713915894
1.6281639409376791,1.0380047568006128,-0.12495760117130862,0.8196243468317572,1.447955643146702,1.2247448713915894
1.6512584649226107,0.5533332750260073,-1.2819724268315744,0.7058929388532524,0.9220637630692076,1.2247448713915894
1.6743529889075424,0.7956690159133101,-0.12495760117130862,0.8196243468317572,1.0535367330885812,1.2247448713915894
1.697447512892474,0.4321654045823565,0.8006542593569038,0.9333557548102619,1.447955643146702,1.2247448713915894
1.7205420368774056,0.06866179325140277,-0.12495760117130862,0.7627586428425046,0.790590793049834,1.2247448713915894
